0.000000 	0.000000
0.348993 	0.644295
0.334597 	1.202407
0.195404 	0.755296
0.097839 	1.121559
0.023639 	0.975116
-0.000215 	1.001485
0.000002 	1.000001
-0.000000 	1.000000
-0.000000 	1.000000
0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
-0.000000 	1.000000
0.000000 	0.000000
1.405405 	0.432432
0.901043 	1.202446
0.994036 	1.015878
0.999986 	1.000102
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
1.000000 	1.000000
0.000000 	0.000000
1.333333 	-2.666667
-1.973333 	-0.853333
-0.598915 	-2.323765
-0.982758 	-3.135990
-0.997011 	-3.001025
-1.000001 	-2.999998
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
-1.000000 	-3.000000
0.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
4.000000 	0.000000
